Date,close,high,low,open,volume,rsi_14,macd,macd_signal,macd_diff,bb_bbm,bb_bbh,bb_bbl,bb_bbhi,bb_bbli,ema_10,ema_50,atr,volume_change_pct,next_close,target
2019-03-14,19.33066749572754,19.69266700744629,19.21933364868164,19.49666786193848,106551000,46.13059724075339,-0.4112363758998363,-0.41232616908290054,0.001089793183064236,19.613000011444093,21.219141180398765,18.00685884248942,0.0,0.0,19.24028688823691,20.114469967606357,0.7521420473912931,0.037795666720236154,18.36199951171875,0
2019-03-15,18.36199951171875,18.9146671295166,18.293333053588867,18.90066719055176,221782500,38.9322521408445,-0.4556678676527923,-0.4209945087968789,-0.03467335885591344,19.518533325195314,21.18451658565705,17.852550064733578,0.0,0.0,19.080598274324515,20.045745636002923,0.7725129327303916,1.0814680293943746,17.965999603271484,0
2019-03-18,17.965999603271484,18.536666870117188,17.81999969482422,18.399999618530277,154215000,36.42958747176616,-0.5168758055387563,-0.44017076814525435,-0.07670503739350198,19.390566635131837,21.119537786037352,17.66159548422632,0.0,0.0,18.87794397049669,19.964186968052672,0.7685239500562899,-0.30465658922593086,17.83133316040039,0
2019-03-19,17.83133316040039,18.21999931335449,17.56399917602539,17.833332061767578,177009000,35.591690279331914,-0.5696830422819943,-0.46607322297260234,-0.10360981930939195,19.263333320617676,21.056825504689265,17.469841136546087,0.0,0.0,18.687651095933727,19.880545642262387,0.7604865348614905,0.1478066335959538,18.239999771118164,1
2019-03-20,18.239999771118164,18.33133316040039,17.753332138061523,17.979333877563477,103623000,40.09463534498776,-0.5719639335502684,-0.4872513650881356,-0.08471256846213282,19.16679992675781,20.962386355774242,17.37121349774138,0.0,0.0,18.60625994596726,19.816210510060653,0.7474518553955889,-0.41458908869040556,18.26799964904785,1
2019-03-21,18.26799964904785,18.43000030517578,17.89666748046875,18.17333221435547,89206500,40.40207335711606,-0.5649992406230417,-0.5028009401951169,-0.062198300427924846,19.109433269500734,20.942513071694876,17.276353467306592,0.0,0.0,18.544758073800093,19.755496358648386,0.7321576389178348,-0.13912451868793607,17.635332107543945,0
2019-03-22,17.635332107543945,18.18666648864746,17.600000381469727,18.17200088500977,131184000,35.91675715685986,-0.6035730401803896,-0.5229553601921715,-0.08061767998821812,19.00883321762085,20.931442816929238,17.086223618312463,0.0,0.0,18.379407898117154,19.672352662526645,0.7275748981078555,0.4705654856989121,17.3613338470459,0
2019-03-25,17.3613338470459,17.545333862304688,16.964000701904297,17.31399917602539,153225000,34.148606242366355,-0.6487737638598645,-0.5481190409257102,-0.10065472293415434,18.880999946594237,20.883147929276163,16.87885196391231,0.0,0.0,18.194303525195107,19.581724473684265,0.7235575057886978,0.168015916575192,17.851333618164062,1
2019-03-26,17.851333618164062,18.017332077026367,17.6286678314209,17.62933349609375,110263500,39.85131393527552,-0.6377057022219965,-0.5660363731849675,-0.07166932903702905,18.78070001602173,20.77813683466533,16.78326319737813,0.0,0.0,18.13194536028037,19.513866008761905,0.7187318432309672,-0.28038179148311304,18.32200050354004,1
2019-03-27,18.32200050354004,18.357999801635746,17.8786678314209,17.916667938232422,131688000,44.79652682492419,-0.5842207661825931,-0.5696732517844926,-0.014547514398100536,18.647666645050048,20.37720729192877,16.918125998171327,0.0,0.0,18.166500840873034,19.467126185027716,0.703584296105304,0.19430273844019097,18.57466697692871,1
2019-03-28,18.57466697692871,18.68866729736328,18.34000015258789,18.477333068847656,101611500,47.30134957712345,-0.5155030974348769,-0.5588392209145695,0.04333612347969262,18.510133361816408,19.72780983186463,17.292456891768186,0.0,0.0,18.24071286561043,19.432127784710108,0.6795187602280139,-0.2283921086203754,18.65733337402344,1
